stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,vehicle_type
0:WATHENSN,WATKINS STREET at HENRY AVENUE,st 3863,35.162672,-90.010764,,0,1:WATHENSN,3
0:WATHENSF,WATKINS STREET at HENRY AVENUE,st 3864,35.16051,-90.011076,,0,1:WATHENSF,3
0:ZACCENSF,ZACH H CURLIN STREET at CENTRAL AVENUE,st 3460,35.122161,-89.933816,,0,1:ZACCENSF,3
0:WATCHENF,WATKINS STREET at CHELSEA AVENUE,st 438,35.173261,-90.008342,,0,1:WATCHENF,3
0:WATEVANF,WATKINS STREET at EVADNE AVENUE,st 1512,35.1773,-90.008228,,0,1:WATEVANF,3
0:WATFAXSN,WATKINS STREET at FAXON AVENUE,st 3868,35.155104,-90.01232,,0,1:WATFAXSN,3
0:WATWHISN,WATKINS STREET at WHITNEY AVENUE,st 1503,35.208485,-90.003905,,0,1:WATWHISN,3
0:BELBEESN,BELLEVUE BOULEVARD at BEECHWOOD AVENUE,st 4263,35.118163,-90.021575,,0,1:BELBEESN,3
0:BELSAXSN,BELLEVUE BOULEVARD at SAXON AVENUE,st 4264,35.117261,-90.02162,,0,1:BELSAXSN,3
0:BELMCLSN,BELLEVUE BOULEVARD at MCLEMORE AVENUE,st 4265,35.115464,-90.021721,,0,1:BELMCLSN,3
0:CASDUNNF,CASTALIA STREET at DUNN AVENUE,st 4660,35.092295,-89.994968,,0,1:CASDUNNF,3
0:CASKELNM,CASTALIA STREET at KELTNER CIRCLE,st 4661,35.093546,-89.994912,,0,1:CASKELNM,3
0:CASKELNF,CASTALIA STREET at KELTNER CIRCLE,st 4662,35.09494,-89.994888,,0,1:CASKELNF,3
0:CASFRINF,CASTALIA STREET at FRISCO AVENUE,st 4663,35.097907,-89.994764,,0,1:CASFRINF,3
0:PERCASWF,PERSON AVENUE at CAILA STREET,st 4665,35.099963,-89.995824,,0,1:PERCASWF,3
0:WALDRHEN,WALKER AVENUE at DRIVE HOLLIS F PRICE ST,st 4410,35.119339,-90.036014,,0,1:WALDRHEN,3
0:WALLEMEF,WALKER AVENUE at LEMOYNE MALL,st 4411,35.119321,-90.034841,,0,1:WALLEMEF,3
0:WALNEPEM,WALKER AVENUE at NEPTUNE STREET,st 4412,35.119258,-90.033081,,0,1:WALNEPEM,3
0:COLWALSF,COLLEGE STREET at WALKER AVENUE,st 4413,35.119194,-90.030791,,0,1:COLWALSF,3
0:WHIMOREN,WHITNEY AVENUE at MORNINGSIDE STREET,st 1361,35.207096,-90.038966,,0,1:WHIMOREN,3
0:WHIKINEN,WHITNEY AVENUE at KINGSTON STREET,st 1362,35.207864,-90.036816,,0,1:WHIKINEN,3
0:STATHOEF,STAGE ROAD at THOMAS STREET,st 6721,35.20344,-90.032742,,0,1:STATHOEF,3
0:STAWATEF,STAGE ROAD at WATER LILY TRAIL,st 6722,35.20326,-90.029552,,0,1:STAWATEF,3
0:STALAREF,STAGE ROAD at LAREDO STREET,st 6729,35.202285,-90.026285,,0,1:STALAREF,3
0:STASTAEN,STAGE DELANO at STAGE AVENUE,st 6723,35.201328,-90.023516,,0,1:STASTAEN,3
0:FRILABEF,FRISCO AVENUE at LABELLE STREET,st 7055,35.086765,-89.974137,,0,1:FRILABEF,3
0:ELVLAUNN,ELVIS PRESLEY BOULEVARD at LAUDEEN DRIVE,st 5186,35.040481,-90.025028,,0,1:ELVLAUNN,3
0:ELVTIMNN,ELVIS PRESLEY BOULEVARD at TIMOTHY DRIVE,st 5187,35.04243,-90.024994,,0,1:ELVTIMNN,3
0:ELVCRANN,ELVIS PRESLEY BOULEVARD at CFAFT ROAD,st 5188,35.043869,-90.024993,,0,1:ELVCRANN,3
0:ELVOLDNM,ELVIS PRESLEY BLVD at OLD HICKORY ROAD,st 5189,35.048133,-90.024957,,0,1:ELVOLDNM,3
0:ELVOHINF,ELVIS PRESLEY BLVD at OLD HICKORY ROAD,st 5192,35.05228,-90.024922,,0,1:ELVOHINF,3
0:SPAWOOWN,SOUTH PARKWAY EAST at WOODWARD STREET,st 2205,35.109835,-90.025054,,0,1:SPAWOOWN,3
0:SPANIEWN,SOUTH PARKWAY EAST at NIESE STREET,st 2206,35.109881,-90.026758,,0,1:SPANIEWN,3
0:CUMTALNN,CUMMINGS STREET at TALLEY PLACE,st 6817,35.113268,-90.027564,,0,1:CUMTALNN,3
0:KETLABWN,KETCHUM ROAD at LABELLE STREET,st 4646,35.080661,-89.974465,,0,1:KETLABWN,3
0:KETCROWN,KETCHUM ROAD at CROSBY STREET,st 4647,35.080225,-89.976578,,0,1:KETCROWN,3
0:KETJOYWM,KETCHUM ROAD at JOY LANE,st 7056,35.079496,-89.981699,,0,1:KETJOYWM,3
0:WATJA2SN,WATKINS STREET at JACKSON AVENUE,st 112,35.158285,-90.011708,,0,1:WATJA2SN,3
0:BELMCLSF,BELLEVUE BOULEVARD at MCLEMORE AVENUE,st 5105,35.114472,-90.021765,,0,1:BELMCLSF,3
0:BELORGSM,BELLEVUE BOULEVARD at ORGILL AVENUE,st 5106,35.112328,-90.021767,,0,1:BELORGSM,3
0:MADEVEWN,MADISON AVENUE at EVERGREEN STREET,st 754,35.138191,-90.003401,,0,1:MADEVEWN,3
0:MADBELWN,MADISON AVENUE at BELVEDERE BOULEVARD,st 755,35.138102,-90.004785,,0,1:MADBELWN,3
0:MADANGWN,MADISON AVENUE at ANGELUS STREET,st 756,35.138005,-90.006223,,0,1:MADANGWN,3
0:CENROSWN,CENTRAL AVENUE at ROSELAND PLACE,st 3465,35.122735,-89.928371,,0,1:CENROSWN,3
0:FARSHESN,FARONIA ROAD at SHELBY DRIVE,st 5415,35.022113,-90.019933,,0,1:FARSHESN,3
0:SHEFAREF,SHELBY DRIVE at FARONIA ROAD,st 5566,35.020763,-90.018973,,0,1:SHEFAREF,3
0:COOCOWNN,COOPER STREET at COWDEN AVENUE,st 3387,35.128317,-89.990573,,0,1:COOCOWNN,3
0:THIECASN,3RD STREET at EAST CAROLINA AVENUE,st 4299,35.128226,-90.054866,,0,1:THIECASN,3
0:BELSAXNN,BELLEVUE BOULEVARD at SAXON AVENUE,st 4370,35.117028,-90.021432,,0,1:BELSAXNN,3
0:BELBEENN,BELLEVUE BOULEVARD at BEECHWOOD AVENUE,st 4371,35.117967,-90.021387,,0,1:BELBEENN,3
0:FARMARSM,FARONIA ROAD at MARLIN ROAD,st 5407,35.034662,-90.01987,,0,1:FARMARSM,3
0:FARSOUSF,FARONIA ROAD at SOUTHWIND DRIVE,st 5408,35.033348,-90.019849,,0,1:FARSOUSF,3
0:FARFINSN,FARONIA ROAD at FINLEY ROAD,st 5410,35.029782,-90.019951,,0,1:FARFINSN,3
0:FARDAVSF,FARONIA ROAD at DAVIDOSN DRIVE,st 5411,35.027994,-90.019908,,0,1:FARDAVSF,3
0:FAROAKSN,FARONIA ROAD at OAKWOOD DRIVE,st 5412,35.026966,-90.019919,,0,1:FAROAKSN,3
0:JAMHOLEF,JAMES ROAD at HOLLYWOOD STREET,st 6191 (no 952),35.199145,-89.975315,,0,1:4010,3
0:UNIALIWF,UNION AVE at ALICIA DR,st 2994 (no 1210),35.133392,-89.97793,,0,1:3053,3
0:GOOSPOSF,GOODLETT STREET at SPOTTSWOOD AVENUE,st 7043,35.112786,-89.926166,,0,1:GOOSPOSF,3
0:5700,PRIMACY PARKWAY at RIDGEWAY ROAD,no 152,35.095019,-89.859694,,0,1:5700,3
0:PRIRIDEN,PRIMACY PARKWAY at RIDGEWAY ROAD,st 342 (no 152),35.095019,-89.859694,,0,1:5700,3
0:SUMWARWF,WARING ROAD at SUMMER AVENUE,st 4062 (no 89),35.148905,-89.916535,,0,1:3702,3
0:SUMWAREN,WARING ROAD at SUMMER AVENUE,st 4113 (no 89),35.148816,-89.916435,,0,1:3702,3
0:AUSYALSF,AUSTIN PEAY HWY at YALE ROAD,st 347,35.220254,-89.910199,,0,1:AUSYALSF,3
0:WARSUMSN,WARING ROAD at SUMMER AVENUE,st 1091 (no 89),35.149253,-89.916125,,0,1:3702,3
0:WARSUMNN,WARING ROAD at SUMMER AVENUE,st 1104 (no 89),35.148344,-89.915982,,0,1:3702,3
0:JACHOLWF,JACKSON AVE at HOLLYWOOD ST,st 290,35.158056,-89.975255,,0,1:JACHOLWF,3
0:MACLEAWN,MACON ROAD at LEAWOOD STREET,st 6345,35.162532,-89.937354,,0,1:MACLEAWN,3
0:SWIWINSF,SWINNEA ROAD at WINCHESTER ROAD,st 7247,35.052142,-89.96408,,0,1:SWIWINSF,3
0:SWICHRSF,SWINNEA ROAD at CHRISTINE ROAD,st 7153,35.044626,-89.964296,,0,1:SWICHRSF,3
0:WATSTENM,WATKINS STREET at SAINT ELMO AVENUE,st 1304,35.227786,-90.002947,,0,1:WATSTENM,3
0:LAMBAREF,LAMAR AVENUE at BARKSDALE STREET,st 5743,35.115086,-89.998841,,0,1:LAMBAREF,3
0:RIVBIRSN,RIVERDALE ROAD at BIRCH RUN LANE,st 7235,35.041348,-89.831418,,0,1:RIVBIRSN,3
0:GERWOOSF,GERMANTOWN PARKWAY at WOODCHASE DRIVE,st 903,35.177536,-89.793158,,0,1:GERWOOSF,3
0:HOMMACNN,HOMER STREET at MACON ROAD,st 6333,35.162159,-89.939469,,0,1:HOMMACNN,3
0:FLOSPASN,FLORIDA ST at S PARKWAY W,st 4872 (no 1211),35.107985,-90.062459,,0,1:E,3
0:CHEMORWN,CHELSEA AVENUE at MOREHEAD STREET,st 1612,35.168176,-90.024892,,0,1:CHEMORWN,3
0:POPTHIWN,POPLAR AVENUE at 3RD STREET,st 2095,35.149494,-90.048054,,0,1:POPTHIWN,3
0:CENUMCEN,CENTRAL AVENUE at U-M CROSSWALK,st 6858 (no 1051),35.122861,-89.936238,,0,1:5505,3
0:UNITHIEN,UNION AVENUE at SOUTH 3RD STREET,st 6810,35.142668,-90.051952,,0,1:UNITHIEN,3
0:CHEAYEEF,CHELSEA AVENUE at AYERS STREET,st 1632,35.167326,-90.026659,,0,1:CHEAYEEF,3
0:LAMBARWN,LAMAR AVENUE at BARKSDALE STREET,st 5699,35.115194,-89.998697,,0,1:LAMBARWN,3
0:THIFAISM,3RD STREET at WEST FAIRWAY AVENUE,st 5016,35.053485,-90.060629,,0,1:THIFAISM,3
0:THIFA1SM,3RD STREET at WEST FAIRWAY AVENUE,st 5017,35.051332,-90.061292,,0,1:THIFA1SM,3
0:THIMI1NM,3RD STREET at EAST MITCHELL ROAD,st 5056,35.053691,-90.060375,,0,1:THIMI1NM,3
0:POPCREWN,POPLAR AVENUE at CRESTMERE PLACE,st 2061,35.139919,-89.981154,,0,1:POPCREWN,3
0:WATBURSN,WATKINS STREET at BURNHAM AVENUE,st 1336,35.226544,-90.003192,,0,1:WATBURSN,3
0:COLPOWNN,COLEMAN ROAD at POWERS ROAD,st 6144,35.214848,-89.91771,,0,1:COLPOWNN,3
0:SHEMICWM,SHELBY DRIVE at MICKEY DRIVE,st 5389,35.021126,-90.011304,,0,1:SHEMICWM,3
0:THIMITNN,3RD STREET at MITCHELL ROAD,st 5057,35.05488,-90.060076,,0,1:THIMITNN,3
0:SWICROSF,SWINNEA RD at CROMWELL AVE,st 7258,35.049675,-89.96419,,0,1:SWICROSF,3
0:616,SECOND at EXCHANGE,no 1190,35.150996,-90.049205,,0,1:616,3
0:5505,CENTRAL AVENUE at U-M CROSSWALK,no 1051,35.122861,-89.936238,,0,1:5505,3
0:RAINEEEF,RAINES ROAD at NEELY ROAD,st 5436,35.034573,-90.055492,,0,1:RAINEEEF,3
0:KNIRIDEN,KNIGHT ARNOLD at RIDGEWAY,st 7261,35.060167,-89.857241,,0,1:KNIRIDEN,3
0:SUMLESEN,SUMMER AVE at ESTER STREET,st 4092,35.149504,-89.965359,,0,1:SUMLESEN,3
0:RAIWILWN,RAINES ROAD at WILLOW LAKE BOULEVARD,st 1827,35.035293,-89.889042,,0,1:RAIWILWN,3
0:MENWINSN,MENDENHALL ROAD at WINCHESTER ROAD,st 1818,35.05134,-89.886218,,0,1:MENWINSN,3
0:COTLANEN,COTTONWOOD ROAD at LANDVIEW COVE,st 1845,35.069012,-89.893706,,0,1:COTLANEN,3
0:BOXFIENN,FIELDS ROAD at BOXTOWN ROAD,st 6091 (no 1185),35.049183,-90.125143,,0,1:1204,3
0:MENMENSN,MENDENHALL ROAD at MENDENHALL ROAD PARK,st 1822,35.043779,-89.886037,,0,1:MENMENSN,3
0:MENSHASN,MENDENHALL ROAD at SHARP PLAZA BOULEVARD,st 1823,35.041142,-89.8859,,0,1:MENSHASN,3
0:MENTRUSF,MENDENHALL ROAD at TRUST DRIVE,st 1825,35.038021,-89.884813,,0,1:MENTRUSF,3
0:FIEBOXWN,FIELDS ROAD at BOXTOWN ROAD,st 6083 (no 1185),35.049656,-90.125309,,0,1:1204,3
0:RAICHRWM,RAINES ROAD at CHRYSLER DRIVE,st 1828,35.03531,-89.894259,,0,1:RAICHRWM,3
0:SHELAMWF,SHELBY DRIVE at LAMAR AVENUE,st 2424,35.020723,-89.89985,,0,1:SHELAMWF,3
0:SHEROSWN,SHELBY DRIVE at ROSS ROAD,st 2412 (no 1184),35.020504,-89.839539,,0,1:9706,3
0:SHEROSEF,SHELBY DRIVE at ROSS ROAD,st 406 (no 1184),35.020316,-89.839439,,0,1:9706,3
0:ELVNORNF,ELVIS PRESLEY BOULEVARD at NORRIS ROAD,st 41 (no 22),35.083495,-90.018401,,0,1:4303,3
0:ELVLAUNF,ELVIS PRESLEY BOULEVARD at LAUDEEN DRIVE,st 323 (no 137),35.04075,-90.024995,,0,1:4302,3
0:ELVLAUSN,ELVIS PRESLEY BOULEVARD at LAUDEEN DRIVE,st 310 (no 137),35.040089,-90.025227,,0,1:4302,3
0:ELVNORSF,ELVIS PRESLEY BOULEVARD at NORRIS ROAD,st 62 (no 22),35.083138,-90.018633,,0,1:4303,3
0:PERCRONN,PERKINS ROAD at CROMWELL AVENUE,st 7191,35.046287,-89.907664,,0,1:PERCRONN,3
0:PERKN1NF,PERKINS ROAD at KNIGHT ROAD,st 7190,35.041705,-89.910227,,0,1:PERKN1NF,3
0:RAIHUNEN,RAINES ROAD at HUNGERFORD,st 7189,35.040628,-89.913346,,0,1:RAIHUNEN,3
0:RAIDELEF,RAINES ROAD at DELP STREET,st 7188,35.036922,-89.922704,,0,1:RAIDELEF,3
0:RAIHOMEM,RAINES ROAD at HOMEWOOD ROAD,st 7187,35.036803,-89.927977,,0,1:RAIHOMEM,3
0:RAIPI1EN,RAINES ROAD at PILOT DRIVE,st 5669,35.036752,-89.931473,,0,1:RAIPI1EN,3
0:RAIPI1EM,RAINES ROAD at PILOT DRIVE,st 5668,35.036707,-89.933212,,0,1:RAIPI1EM,3
0:RAIGETWF,RAINES ROAD at GETWELL ROAD,st 7183,35.036931,-89.937703,,0,1:RAIGETWF,3
0:RAIAIRWN,RAINES ROAD at AIR PARK STREET,st 484,35.037075,-89.931137,,0,1:RAIAIRWN,3
0:RAIHOMWN,RAINES ROAD at HOMEWOOD ROAD,st 7181,35.037167,-89.92571,,0,1:RAIHOMWN,3
0:SHELAMWN,SHELBY DRIVE at LAMAR AVENUE,st 2423 (no 203),35.020647,-89.897088,,0,1:9702,3
0:MENFLOS2,MENDENHALL ROAD at FLOWERING PEACH DRIVE,st 1821,35.048409,-89.886258,,0,1:MENFLOS2,3
0:BROELVEF,BROOKS ROAD at ELVIS PRESLEY BOULEVARD,st 5295,35.061538,-90.022843,,0,1:BROELVEF,3
0:SHECRUEF,SHELBY DRIVE at KIRBY PARKWAY,st 477,35.020351,-89.848147,,0,1:SHECRUEF,3
0:SHEGETEF,SHELBY DRIVE at GETWELL ROAD,st 6405,35.020518,-89.935267,,0,1:SHEGETEF,3
0:COTPRIWM,COTTONWOOD ROAD at PRIDE COVE,st 1863,35.069221,-89.896028,,0,1:COTPRIWM,3
0:MENMEANN,MENDENHALL ROAD at MEADOWICK AVENUE,st 1855,35.055371,-89.885999,,0,1:MENMEANN,3
0:MENCRENF,MENDENHALL ROAD at CREEEKSIDE ROAD,st 1853,35.052466,-89.886116,,0,1:MENCRENF,3
0:MENWINNM,MENDENHALL ROAD at WINCHESTER ROAD,st 7202,35.047702,-89.885951,,0,1:MENWINNM,3
0:MENFLONN,MENDENHALL ROAD at FLOWERING PEACH DRIVE,st 7201,35.044288,-89.885848,,0,1:MENFLONN,3
0:MENSHANM,MENDENHALL ROAD at SHARP PLAZA BOULEVARD,st 7200,35.040167,-89.885272,,0,1:MENSHANM,3
0:RAIWILEN,RAINES ROAD at WILLOW LAKE BOULEVARD,st 7199,35.035007,-89.889341,,0,1:RAIWILEN,3
0:RAICHREF,RAINES ROAD at CHRYSLER DRIVE,st 7198,35.035063,-89.896945,,0,1:RAICHREF,3
0:RAIOUTEF,RAINES ROAD at OUTLAND ROAD,st 7197,35.035087,-89.90078,,0,1:RAIOUTEF,3
0:WINMENNF,WINCHESTER ROAD at MENDENHALL ROAD,st 6327,35.051215,-89.886108,,0,1:WINMENNF,3
0:MENNEWNN,MENDENHALL ROAD at NEWBERRY AVENUE,st 1854,35.053825,-89.886013,,0,1:MENNEWNN,3
0:MENSCONN,MENDENHALL ROAD at SCOTTSDALE AVENUE,st 1856,35.057131,-89.885928,,0,1:MENSCONN,3
0:MENKNINM,MENDENHALL ROAD at KNIGHT ARNOLD ROAD,st 1857,35.060179,-89.885843,,0,1:MENKNINM,3
0:COOCENNN,COOPER STREET at CENTRAL AVENUE,st 3385,35.125716,-89.990687,,0,1:COOCENNN,3
0:BELWALSN,BELLEVUE BOULEVARD at WALKER AVENUE,st 4262,35.119254,-90.02153,,0,1:BELWALSN,3
0:SUMEPAEF,SUMMER AVENUE at EAST PARKWAY NORTH,st 3612,35.150812,-89.980466,,0,1:SUMEPAEF,3
0:SUMMCCEF,SUMMER AVENUE at MCCONNELL STREET,st 3613,35.150632,-89.978883,,0,1:SUMMCCEF,3
0:WHIEDEEF,WHITNEY AVENUE at EDEN STREET,st 1644,35.20783,-89.998998,,0,1:WHIEDEEF,3
0:STACOVEM,STAGE ROAD at COVINGTON PIKE,st 1008,35.20684,-89.897078,,0,1:STACOVEM,3
0:STACOVEN,STAGE ROAD at COVINGTON PIKE,st 1009,35.206834,-89.895133,,0,1:STACOVEN,3
0:STACLEEN,STAGE ROAD at CLEARWOOD ROAD,st 1010,35.206664,-89.892847,,0,1:STACLEEN,3
0:STALYNEN,STAGE ROAD at LYNCHBURG STREET,st 1011,35.206255,-89.888572,,0,1:STALYNEN,3
0:STASPREN,STAGE ROAD at SPRINGLAND STREET,st 1012,35.205509,-89.885484,,0,1:STASPREN,3
0:NPADECWF,NORTH PARKWAY at DECATUR STREET,st 3558,35.154975,-90.025692,,0,1:NPADECWF,3
0:NPAAYEWN,NORTH PARKWAY at AYERS STREET,st 3559,35.1552,-90.028194,,0,1:NPAAYEWN,3
0:NPANMAWF,NORTH PARKWAY at MANASSAS STREET,st 3561,35.15555,-90.033983,,0,1:NPANMAWF,3
0:WINBOEWF,WINCHESTER ROAD at BOEINGSHIRE DRIVE,st 1701,35.053525,-89.995415,,0,1:WINBOEWF,3
0:WINWBRWF,WINCHESTER ROAD at WINBROOK DRIVE,st 1702,35.053599,-89.999771,,0,1:WINWBRWF,3
0:WINCAZWN,WINCHESTER ROAD at CAZASSA ROAD,st 1703,35.053645,-90.001683,,0,1:WINCAZWN,3
0:SUMHOLEN,SUMMER AVENUE at HOLMES STREET,st 4099,35.149268,-89.9518,,0,1:SUMHOLEN,3
0:SUMNATEN,SUMMER AVENUE at NATIONAL STREET,st 4100,35.149344,-89.948091,,0,1:SUMNATEN,3
0:SUMHIGEF,SUMMER AVENUE at HIGHLAND STREET,st 4102,35.149402,-89.943619,,0,1:SUMHIGEF,3
0:SUMSEVEN,SUMMER AVENUE at SEVIER STREET,st 4103,35.149364,-89.941771,,0,1:SUMSEVEN,3
0:AIRDWISF,AIRWAYS BOULEVARD at DWIGHT ROAD,st 5231,35.084549,-89.986692,,0,1:AIRDWISF,3
0:AIRBALSN,AIRWAYS BOULEVARD at BALL ROAD,st 5233,35.08159,-89.985556,,0,1:AIRBALSN,3
0:AIRJOYSM,AIRWAYS BOULEVARD at JOY LANE,st 5234,35.080527,-89.985237,,0,1:AIRJOYSM,3
0:AIRWINNF,AIRWAYS BOULEVARD at WINCHESTER ROAD,st 5313,35.053978,-89.991181,,0,1:AIRWINNF,3
0:AIRBRONM,AIRWAYS BOULEVARD at BROOKS ROAD,st 5314,35.055837,-89.991267,,0,1:AIRBRONM,3
0:AIRPRONF,AIRWAYS BOULEVARD at PROFESSIONAL,st 6672,35.057553,-89.991387,,0,1:AIRPRONF,3
0:DEMNONWN,DEMOCRAT ROAD at NONCONNAH BOULEVARD,st 6569,35.068822,-89.989385,,0,1:DEMNONWN,3
0:CORNONSN,CORPORATE AVENUE at NONCONNAH BOULEVARD,st 2766,35.073498,-89.992056,,0,1:CORNONSN,3
0:NONPARWM,NONCONNAH BOULEVARD at PARAGON PLACE,st 2758,35.072544,-89.995806,,0,1:NONPARWM,3
0:RAIHICWN,EAST RAINES ROAD at HICKORY HILL ROAD,st 2543,35.034985,-89.866032,,0,1:RAIHICWN,3
0:TCHSH1SN,TCHULAHOMA ROAD at SHELBY DRIVE,st 208,35.021343,-89.954703,,0,1:TCHSH1SN,3
0:MENFLOSM,MENDENHALL ROAD at FLOWERING PEACH DRIVE,st 1820,35.049213,-89.886334,,0,1:MENFLOSM,3
0:RAISENWN,RAINES ROAD at SENATOR STREET,st 7182,35.036962,-89.933989,,0,1:RAISENWN,3
0:SUMHOLWF,SUMMER AVENUE  at HOLLYWOOD STREET,st 6533 (no 165),35.150622,-89.977345,,0,1:5303,3
0:AIRRAINF,AIR PARK STREET at RAINES ROAD,st 2604,35.037316,-89.931126,,0,1:AIRRAINF,3
0:SUMHOLEF,SUMMER AVENUE  at HOLLYWOOD STREET,st 6534 (no 165),35.150487,-89.976648,,0,1:5303,3
0:RALSPGML,YALE ROAD at AUSTIN PEAY HWY,st 358 (no 65),35.220137,-89.910144,,0,1:5204,3
0:MENCOTNN,COTTONWOOD ROAD at MENDENHALL ROAD,st 1860 (no 1172),35.068687,-89.885414,,0,1:2304,3
0:MENRAINF,MENDENHALL ROAD at RAINES ROAD,st 7145 (no 1173),35.0355,-89.884576,,0,1:2305,3
0:MENRAISN,MENDENHALL ROAD at RAINES ROAD,st 1826 (no 1173),35.035233,-89.884842,,0,1:2305,3
0:COTMENEN,COTTONWOOD ROAD at MENDENHALL ROAD,st 6295 (no 1172),35.068849,-89.886486,,0,1:2304,3
0:WINTUCWF,WINCHESTER ROAD at TCHULAHOMA ROAD,st 1695,35.052364,-89.952711,,0,1:WINTUCWF,3
0:WINGETWN,WINCHESTER ROAD at AIR PARK STREET,st 1689,35.051958,-89.932935,,0,1:WINGETWN,3
0:RAIDELWN,RAINES ROAD at DELP STREET,st 7180,35.037243,-89.922074,,0,1:RAIDELWN,3
0:PERKN2SN,PERKINS ROAD at KNIGHT ROAD,st 7179,35.042019,-89.910746,,0,1:PERKN2SN,3
0:PERCROWN,PERKINS ROAD at CROMWELL AVENUE,st 7178,35.046457,-89.90804,,0,1:PERCROWN,3
0:MENHONSF,MENDENHALL ROAD at HONEYWOOD AVENUE,st 1849,35.058642,-89.886079,,0,1:MENHONSF,3
0:MENWINSM,MENDENHALL ROAD at WINCHESTER ROAD,st 1852,35.052976,-89.886259,,0,1:MENWINSM,3
0:BELLAMNN,BELLEVUE BOULEVARD at LAMAR AVENUE,st 4376 (no 47),35.128181,-90.020982,,0,1:602,3
0:MENKNINF,MENDENHALL ROAD at KNIGHT ARNOLD ROAD,st 1858,35.062422,-89.885761,,0,1:MENKNINF,3
0:MENDERNN,MENDENHALL ROAD at DERRON AVENUE,st 1859,35.064379,-89.885656,,0,1:MENDERNN,3
0:COTCHUWN,COTTONWOOD ROAD at CHURCHILL STREET,st 1861,35.069105,-89.890156,,0,1:COTCHUWN,3
0:COTLANWN,COTTONWOOD ROAD at LANDVIEW COVE,st 6899,35.069146,-89.893474,,0,1:COTLANWN,3
0:COTBRAWM,COTTONWOOD ROAD at BRANDALE STREET,st 1866,35.06932,-89.90373,,0,1:COTBRAWM,3
0:ELVMENNN,ELVIS PRESLEY BOULEVARD at MENAGER ROAD,st 5214,35.097204,-90.017872,,0,1:ELVMENNN,3
0:ZACDESNF,ZACH H CURLIN STREET at DESOTO AVENUE,st 3459,35.120043,-89.933676,,0,1:ZACDESNF,3
0:ADAHIGEM,ADAMS AVENUE at HIGH STREET,st 828,35.145847,-90.043141,,0,1:ADAHIGEM,3
0:ADAHIGEN,ADAMS AVENUE at HIGH STREET,st 829,35.145516,-90.042056,,0,1:ADAHIGEN,3
0:ADANEEEN,ADAMS AVENUE at NEELY STREET,st 830,35.145033,-90.040286,,0,1:ADANEEEN,3
0:FIECOOEN,FIELDS ROAD at COOK ROAD,st 5586,35.049537,-90.110485,,0,1:FIECOOEN,3
0:FIEOUTEF,FIELDS ROAD at OUTLET ROAD,st 5587,35.04953,-90.105334,,0,1:FIEOUTEF,3
0:SUMMEREN,SUMMER AVENUE at MERTON STREET,st 4090,35.150298,-89.975021,,0,1:SUMMEREN,3
0:MILFINSN,MILLBRANCH ROAD at FINLEY ROAD,st 5342,35.029946,-90.007584,,0,1:MILFINSN,3
0:DANPOPSF,DANNY THOMAS BOULEVARD at POPLAR AVENUE,st 4339,35.148108,-90.043694,,0,1:DANPOPSF,3
0:MENDARSF,MENDENHALL ROAD at DARGEN AVENUE,st 1847,35.066927,-89.885706,,0,1:MENDARSF,3
0:MENHORSN,MENDENHALL ROAD at HORSESHOE TRAIL,st 1848,35.063647,-89.885835,,0,1:MENHORSN,3
0:WELALSNN,WELLINGTON STREET at ALSTON AVENUE,st 4318,35.123426,-90.046955,,0,1:WELALSNN,3
0:POPPREWM,POPLAR AVENUE at PRESCOTT STREET,st 2046,35.128575,-89.947914,,0,1:POPPREWM,3
0:POPREEWN,POPLAR AVENUE at REESE STREET,st 2047,35.129185,-89.950193,,0,1:POPREEWN,3
0:POPHOLWN,POPLAR AVENUE at HOLMES STREET,st 2049,35.129921,-89.952836,,0,1:POPHOLWN,3
0:POPTHIEN,POPLAR AVENUE at 3RD STREET,st 6102,35.149504,-90.048752,,0,1:POPTHIEN,3
0:POPLAUEM,POPLAR AVENUE at LAUDERDALE STREET,st 1875,35.14843,-90.044645,,0,1:POPLAUEM,3
0:MCLFOUEN,MCLEMORE AVENUE at FOUNTAIN COURT,st 4361,35.11554,-90.034046,,0,1:MCLFOUEN,3
0:MCLCOLEM,MCLEMORE AVENUE at COLLEGE STREET,st 4362,35.115468,-90.031379,,0,1:MCLCOLEM,3
0:MCLCUMEF,MCLEMORE AVENUE at CUMMINS STREET,st 4365,35.115395,-90.02754,,0,1:MCLCUMEF,3
0:MCLENGEN,MCLEMORE AVENUE at ENGLEWOOD STREET,st 4366,35.115341,-90.025316,,0,1:MCLENGEN,3
0:MCLGREEN,MCLEMORE AVENUE at GREENWOOD STREET,st 4367,35.115313,-90.024199,,0,1:MCLGREEN,3
0:SOUSEMWF,SOUTHERN AVENUE at SEMMES STREET,st 6146,35.115603,-89.961322,,0,1:SOUSEMWF,3
0:SOUGOOWF,SOUTHERN AVENUE at GOODWYN STREET,st 3481,35.115604,-89.962296,,0,1:SOUGOOWF,3
0:COTBRAEN,COTTONWOOD ROAD at BRANDALE STREET,st 1842,35.069233,-89.904475,,0,1:COTBRAEN,3
0:COTCLEEM,COTTONWOOD ROAD at CLEARBROOK STREET,st 1843,35.069148,-89.901125,,0,1:COTCLEEM,3
0:COTPRIEF,COTTONWOOD ROAD at PRIDE COVE,st 1844,35.06907,-89.896437,,0,1:COTPRIEF,3
