stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,vehicle_type
0:RALHOONF,RALEIGH LAGRANGE ROAD at HOOVER DRIVE,st 1126,35.198192,-89.904851,,0,1:RALHOONF,3
0:RALKENWF,RALEIGH LAGRANGE ROAD at KENNEDY PARK,st 1127,35.198957,-89.909091,,0,1:RALKENWF,3
0:LAUGEOSM,LAUDERDALE STREET at EAST GEORGIA AVENUE,st 4400,35.130593,-90.044364,,0,1:LAUGEOSM,3
0:AIRKETSN,AIRWAYS BOULEVARD at KETCHUM ROAD,st 7 (no 7),35.079543,-89.984917,,0,1:3203,3
0:EPAYOUSF,EAST PARKWAY S at YOUNG AVENUE,st 8 (no 8),35.11942,-89.984563,,0,1:200000,3
0:OVEHAWNN,OVERTON CROSSING ST at HAWKINS MILL ROAD,st 1471 (no 1158),35.241363,-89.993172,,0,1:1488,3
0:OVEHAWSF,OVERTON CROSSING ST at HAWKINS MILL ROAD,st 1488 (no 1158),35.240883,-89.993369,,0,1:1488,3
0:RAIBERWN,RAINES ROAD at BERRYBROOK ROAD,st 440,35.035009,-89.863169,,0,1:RAIBERWN,3
0:RANSANNF,RANGE LINE ROAD at SANDPIPER AVENUE,st 1546,35.216383,-89.975493,,0,1:RANSANNF,3
0:WHIBENWM,WHITINEY AVENUE at BENJESTOWN ROAD,st 1277,35.206704,-90.040627,,0,1:WHIBENWM,3
0:NPAHAWEN,NORTH PARKWAY at HAWTHORNE STREET,st 3606,35.152612,-89.999736,,0,1:NPAHAWEN,3
0:NPAUNIEM,NORTH PARKWAY at UNIVERSITY STREET,st 3608,35.152046,-89.994423,,0,1:NPAUNIEM,3
0:NPAWESEM,NORTH PARKWAY at WEST DRIVE,st 3610,35.151416,-89.987849,,0,1:NPAWESEM,3
0:NPALEAWM,NORTH PARKWAY at LEATH STREET,st 3560,35.155487,-90.031625,,0,1:NPALEAWM,3
0:JACGAREN,JACKSON AVENUE at GARLAND STREET,st 3898,35.158204,-90.010391,,0,1:JACGAREN,3
0:FRAMOUWF,FRAYSER BLVD at MOUNTAIN TERRACE STREET,st 1255,35.217141,-89.985164,,0,1:FRAMOUWF,3
0:RANORMNF,RANGE LINE ROAD at ORMAN AVENUE,st 1547,35.218778,-89.975479,,0,1:RANORMNF,3
0:RANFRANN,RANGE LINE ROAD at FRAYSER BOULEVARD,st 1548,35.220136,-89.975466,,0,1:RANFRANN,3
0:THIBODSN,3RD STREET at BODLEY AVENUE,st 5006,35.084453,-90.05713,,0,1:THIBODSN,3
0:SHETULEN,SHELBY DRIVE at TULANE ROAD,st 5520,35.02078,-90.043085,,0,1:SHETULEN,3
0:CHEDUNEN,CHELSEA AVENUE at DUNLAP STREET,st 1630,35.166145,-90.029868,,0,1:CHEDUNEN,3
0:CHEPEAEN,CHELSEA AVENUE at PEARCE STREET,st 1631,35.166608,-90.028635,,0,1:CHEPEAEN,3
0:CHEMOREN,CHELSEA AVENUE at MOREHEAD STREET,st 1633,35.16783,-90.02535,,0,1:CHEMOREN,3
0:FLODAVSN,FLORIDA STREET at WEST DAVANT AVENUE,st 4887,35.088815,-90.063058,,0,1:FLODAVSN,3
0:FLOGAGSN,FLORIDA STREET at GAGE AVENUE,st 4888,35.087805,-90.06308,,0,1:FLOGAGSN,3
0:FRADEBEN,FRAYSER BOULEVARD at DEBBY STREET,st 6875,35.218524,-89.981983,,0,1:FRADEBEN,3
0:FRABROEM,FRAYSER BOULEVARD at BROOKMEADE STREET,st 1385,35.21905,-89.980741,,0,1:FRABROEM,3
0:FOUMCLSN,4TH STREET at MCLEMORE AVENUE,st 4837,35.116064,-90.051276,,0,1:FOUMCLSN,3
0:POPHI2EN,POPLAR AVENUE at HIGHLAND STREET,st 334 (no 113),35.127741,-89.945448,,0,1:5502,3
0:GETHOLSN,GETWELL ROAD at HOLMES ROAD,st 6936,35.006166,-89.936927,,0,1:GETHOLSN,3
0:GETHOLNN,GETWELL ROAD at HOLMES ROAD,st 6946,35.005513,-89.936718,,0,1:GETHOLNN,3
0:HOLMEMEM,HOLMES ROAD at MEMPHIS OAKS DRIVE,st 2522,35.006019,-89.933768,,0,1:HOLMEMEM,3
0:WINCLAWF,WINCHESTER ROAD at CLARKE ROAD,st 1816,35.050421,-89.875685,,0,1:WINCLAWF,3
0:WINFREWN,WINCHESTER ROAD at FRESHWATER ROAD,st 1817,35.050539,-89.882207,,0,1:WINFREWN,3
0:WINFALWN,WINCHESTER ROAD at FALL RIVER DRIVE,st 6422,35.050576,-89.883412,,0,1:WINFALWN,3
0:AIRWINSM,AIRWAYS BOULEVARD at WINCHESTER ROAD,st 5305,35.056767,-89.991708,,0,1:AIRWINSM,3
0:WINHOLEN,WINCHESTER ROAD at HOLLY CIRCLE,st 1752,35.053209,-89.990098,,0,1:WINHOLEN,3
0:WINSWIEM,WINCHESTER ROAD at SWINNEA ROAD,st 1754,35.052583,-89.966728,,0,1:WINSWIEM,3
0:WINNANEF,WINCHESTER ROAD at NANCY ROAD,st 1755,35.052464,-89.963777,,0,1:WINNANEF,3
0:WINBISEN,WINCHESTER ROAD at BISHOPS BRIDGE ROAD,st 1756,35.052344,-89.95972,,0,1:WINBISEN,3
0:TCHEARSM,TCHULAHOMA ROAD at EARLS COURT ROAD,st 2549,35.046351,-89.95492,,0,1:TCHEARSM,3
0:TCHKENSN,TCHULAHOMA ROAD at KENLAND DRIVE,st 2550,35.044313,-89.954934,,0,1:TCHKENSN,3
0:SUMOLSSF,SUMMER AVENUE at OLD SUMMER ROAD,st 4051,35.151487,-89.890572,,0,1:SUMOLSSF,3
0:SUMBARWF,SUMMER AVENUE at BARTLETT ROAD,st 4052,35.149624,-89.893964,,0,1:SUMBARWF,3
0:KIMCATEN,KIMBALL AVENUE at CATHERINE STREET,st 4177,35.094757,-89.956706,,0,1:KIMCATEN,3
0:FIESEWWF,FIELDS ROAD at SEWANEE ROAD,st 6080,35.049669,-90.117604,,0,1:FIESEWWF,3
0:PERALONN,PERKINS ROAD at ALOHA AVENUE,st 6643,35.065472,-89.905589,,0,1:PERALONN,3
0:PERCOTNN,PERKINS ROAD at COTTONWOOD ROAD,st 6644,35.069163,-89.905482,,0,1:PERCOTNN,3
0:LATEOLSN,LATHAM STREET at EAST OLIVE AVENUE,st 4841,35.110385,-90.052174,,0,1:LATEOLSN,3
0:LATSPASF,LATHAM STREET at SOUTH PARKWAY,st 5077,35.106966,-90.051667,,0,1:LATSPASF,3
0:WALLATEF,WALDORF AVENUE at LATHAM STREET,st 5079,35.105401,-90.051319,,0,1:WALLATEF,3
0:COLMAGNN,COLEMAN ROAD at MAGEVNEY STREET,st 1130,35.206891,-89.914303,,0,1:COLMAGNN,3
0:COLPRINN,COLEMAN ROAD at PRISCILLA AVENUE,st 1131,35.20967,-89.914574,,0,1:COLPRINN,3
0:COLAUSSF,COLEMAN ROAD at AUSTIN PEAY HWY,st 1133,35.21313,-89.916008,,0,1:COLAUSSF,3
0:STALYNWN,STAGE ROAD at LYNCHBURG STREET,st 988,35.206388,-89.888051,,0,1:STALYNWN,3
0:WINCEMWF,WINCHESTER ROAD at CENTENNIAL DRIVE,st 1799,35.049388,-89.804398,,0,1:WINCEMWF,3
0:WINGERWF,WINCHESTER ROAD at GERMANTOWN PARKWAY,st 1800,35.05066,-89.813734,,0,1:WINGERWF,3
0:WINQUIWN,WINCHESTER ROAD at QUINCE ROAD,st 6985,35.050204,-89.817926,,0,1:WINQUIWN,3
0:WINRIVWM,WINCHESTER ROAD at RIVERDALE BEND DRIVE,st 1801,35.049095,-89.821666,,0,1:WINRIVWM,3
0:WINMALWM,WINCHESTER ROAD at MALCO WAY,st 1802,35.049215,-89.827966,,0,1:WINMALWM,3
0:HOLGOLSN,HOLLYWOOD STREET at GOLDEN AVENUE,st 3657,35.173016,-89.975591,,0,1:HOLGOLSN,3
0:HOLSHASN,HOLLYWOOD STREET at SHA AVENUE,st 3658,35.169128,-89.975717,,0,1:HOLSHASN,3
0:HOLVANSF,HOLLYWOOD STREET at VANDALE AVENUE,st 3659,35.167252,-89.975719,,0,1:HOLVANSF,3
0:HOLSTASN,HOLLYWOOD STREET at STATEN AVENUE,st 3660,35.165884,-89.975776,,0,1:HOLSTASN,3
0:HOLDEVSN,HOLLYWOOD STREET at DEVOY AVENUE,st 3661,35.165018,-89.975811,,0,1:HOLDEVSN,3
0:HOLVOLSN,HOLLYWOOD STREET at VOLLINTINE AVENUE,st 3662,35.16332,-89.975846,,0,1:HOLVOLSN,3
0:HOLDANSF,HOLLYWOOD STREET at DANA DRIVE,st 3663,35.161756,-89.975903,,0,1:HOLDANSF,3
0:HOLJACSN,HOLLYWOOD STREET at JACKSON AVENUE,st 239,35.158146,-89.976085,,0,1:HOLJACSN,3
0:JACCOLEN,JACKSON AVENUE at COLUMBIA STREET,st 3918,35.157848,-89.972897,,0,1:JACCOLEN,3
0:FIEPINWF,FIELDS ROAD at PINKE ROAD,st 6081,35.049632,-90.119716,,0,1:FIEPINWF,3
0:FIEBEVWM,FIELDS ROAD at BEVERLY TERRACE DRIVE,st 6082,35.049623,-90.12091,,0,1:FIEBEVWM,3
0:BOXBOXSM,BOXTOWN ROAD at EAST BOXTOWN ROAD,st 6085,35.046806,-90.124721,,0,1:BOXBOXSM,3
0:BOXSEWSM,BOXTOWN ROAD at SEWANEE ROAD,st 6086,35.044929,-90.124654,,0,1:BOXSEWSM,3
0:AUCTHIEF,AW WILLIS AVENUE at 3RD STREET,st 6986,35.156339,-90.045473,,0,1:AUCTHIEF,3
0:LAUSTPSN,LAUDERDALE STREET at SAINT PAUL AVENUE,st 4399,35.132353,-90.044075,,0,1:LAUSTPSN,3
0:SUMMENWN,SUMMER AVENUE at MENDENHALL ROAD,st 4053 (no 1097),35.14886,-89.896666,,0,1:4053,3
0:MCLCOLWN,MCLEMORE AVENUE at COLLEGE STREET,st 48 (no 28),35.115566,-90.030704,,0,1:402,3
0:WINPEREF,WINCHESTER ROAD at PERKINS ROAD,st 6650 (no 1178),35.051058,-89.906991,,0,1:1772,3
0:MCLCOLEN,MCLEMORE AVENUE at COLLEGE STREET,st 55 (no 28),35.115459,-90.030638,,0,1:402,3
0:ST5,Sta 5 Trolley,ga 3,35.15928,-90.047199,,0,1:ST5,3
0:JACWARSM,JACKSON AVENUE at WARFORD STREET,st 3739,35.160785,-89.961019,,0,1:JACWARSM,3
0:JACWARSN,JACKSON AVENUE at WARFORD STREET,st 3740,35.160326,-89.962312,,0,1:JACWARSN,3
0:JACBINWN,JACKSON AVENUE at BINGHAM STREET,st 3741,35.15824,-89.971258,,0,1:JACBINWN,3
0:JACMERWM,JACKSON AVENUE at MERTON STREET,st 3742,35.15809,-89.973528,,0,1:JACMERWM,3
0:MOCBLAEF,MOCCASIN DRIVE at BLACKHAWK DRIVE,st 6137,35.047559,-90.084208,,0,1:MOCBLAEF,3
0:PEATRONB,PEABODY PLACE at MAIN STREET,st 6184,35.141551,-90.054288,,0,1:PEATRONB,3
0:ROCKINSN,ROCHESTER ROAD at KING AVENUE,st 5894,35.060233,-90.075598,,0,1:ROCKINSN,3
0:ROCJENSM,ROCHESTER ROAD at JENSON ROAD,st 5895,35.058973,-90.075642,,0,1:ROCJENSM,3
0:ROCJENSN,ROCHESTER ROAD at JENSON ROAD,st 5896,35.057785,-90.075708,,0,1:ROCJENSN,3
0:RAIHICEN,RAINES ROAD at HICKORY GROVE ROAD,st 7210,35.034821,-89.863026,,0,1:RAIHICEN,3
0:RIVSTANN,RIVERDALE ROAD at STARKENBURG LANE,st 7222,35.045583,-89.830387,,0,1:RIVSTANN,3
0:PEEOLDWN,PEEBLES ROAD at HORN LAKE ROAD,st 5806,35.066749,-90.070192,,0,1:PEEOLDWN,3
0:PEEROCWN,PEEBLES ROAD at ROCHESTER ROAD,st 5807,35.066829,-90.073221,,0,1:PEEROCWN,3
0:PEEROCWF,PEEBLES ROAD at ROCHESTER ROAD,st 5808,35.066856,-90.074714,,0,1:PEEROCWF,3
0:PEEALTWM,PEEBLES ROAD at ALTA ROAD,st 5809,35.06691,-90.076472,,0,1:PEEALTWM,3
0:PEEALTWN,PEEBLES ROAD at ALTA ROAD,st 5810,35.066945,-90.077832,,0,1:PEEALTWN,3
0:PEEFORWF,PEEBLES ROAD at FORD ROAD,st 5811,35.067034,-90.081005,,0,1:PEEFORWF,3
0:PEEPARWF,PEEBLES ROAD at PARKER ROAD,st 5812,35.06707,-90.082465,,0,1:PEEPARWF,3
0:PEEGREWM,PEEBLES ROAD at GREEN ROAD,st 5813,35.067088,-90.084455,,0,1:PEEGREWM,3
0:SAXPEESF,SAX ROAD at PEEBLES ROAD,st 5815,35.06639,-90.086755,,0,1:SAXPEESF,3
0:PARMAXWF,PARK AVENUE at MAXEY STREET,st 2170,35.107806,-89.956687,,0,1:PARMAXWF,3
0:PARAUBWF,PARK AVENUE at AUBRA ROAD,st 2171,35.10787,-89.959032,,0,1:PARAUBWF,3
0:PARCARWM,PARK AVENUE at CARSON STREET,st 2172,35.107963,-89.962185,,0,1:PARCARWM,3
0:PARGO2WF,PARK AVENUE at GOODWYN STREET,st 2173,35.107991,-89.964099,,0,1:PARGO2WF,3
0:PARMAYWN,PARK AVENUE at MAYWOOD STREET,st 2175,35.108092,-89.966731,,0,1:PARMAYWN,3
0:RANHORSM,RANGE LINE ROAD at HORNBEAM ROAD,st 1578,35.210369,-89.975744,,0,1:RANHORSM,3
0:RANWHISN,RANGE LINE ROAD at WHITNEY AVENUE,st 1579,35.208421,-89.975758,,0,1:RANWHISN,3
0:MTMWILSN,MT MORIAH ROAD at WILLOW ROAD,st 2830,35.086229,-89.896277,,0,1:MTMWILSN,3
0:MTMSCOSM,MT MORIAH ROAD at SCOTTSWAY AVENUE,st 2681,35.079826,-89.8874,,0,1:MTMSCOSM,3
0:CANBENWN,CANARY LANE at BENSON ROAD,st 5852,35.047021,-90.097628,,0,1:CANBENWN,3
0:NEERAINF,NEELY ROAD at RAINES ROAD,st 122,35.034859,-90.056166,,0,1:NEERAINF,3
0:NEEJEANN,NEELY ROAD at JEANNE DRIVE,st 5479,35.037871,-90.05611,,0,1:NEEJEANN,3
0:SUMBAREM,SUMMER AVENUE at BARTLETT ROAD,st 4123,35.149372,-89.894036,,0,1:SUMBAREM,3
0:SUMOLDEN,SUMMER AVENUE at OLD SUMMER ROAD,st 4124,35.150167,-89.892269,,0,1:SUMOLDEN,3
0:SUMVIREM,SUMMER AVENUE at VIRGINIA RUN COVE,st 4127,35.156527,-89.884694,,0,1:SUMVIREM,3
0:SHESUMEM,SHELBY OAKS DRIVE at SUMMER TREES DRIVE,st 4145,35.162406,-89.874573,,0,1:SHESUMEM,3
0:SHESYCNN,SHELBY OAKS DRIVE at SYCAMORE VIEW ROAD,st 4148,35.166988,-89.86598,,0,1:SHESYCNN,3
0:SHESYCSN,SHELBY OAKS DRIVE at SYCAMORE VIEW ROAD,st 4149,35.168022,-89.864759,,0,1:SHESYCSN,3
0:NEEIVASN,NEELY ROAD at IVAN ROAD,st 5505,35.039265,-90.056298,,0,1:NEEIVASN,3
0:DANPLUNN,DANNY THOMAS BOULEVARD at PLUM AVENUE,st 665,35.180644,-90.03551,,0,1:DANPLUNN,3
0:DANROYNN,DANNY THOMAS BOULEVARD at ROYAL AVENUE,st 666,35.182119,-90.035521,,0,1:DANROYNN,3
0:DANWHINN,DANNY THOMAS BOULEVARD at WHITNEY AVENUE,st 669,35.208837,-90.032762,,0,1:DANWHINN,3
0:GERVARNF,GERMANTOWN PARKWAY at VARNAVAS DRIVE,st 953,35.188723,-89.792431,,0,1:GERVARNF,3
0:GERGIANF,GERMANTOWN PARKWAY at GIACOSA PLACE,st 955,35.199427,-89.792027,,0,1:GERGIANF,3
0:GERWOLNF,GERMANTOWN PARKWAY at WOLFCREEK PARKWAY,st 956,35.202546,-89.791927,,0,1:GERWOLNF,3
0:STAGEREF,STAGE ROAD at GERMANTOWN PARKWAY,st 1037,35.204301,-89.789616,,0,1:STAGEREF,3
0:STAMALEN,STAGE ROAD at MALL DRIVE,st 1039,35.204219,-89.785164,,0,1:STAMALEN,3
0:COLSTONN,COLEMAN ROAD at STONE GATE DRIVE,st 1128,35.201366,-89.912742,,0,1:COLSTONN,3
0:EPAYOUNF,EAST PARKWAY S at YOUNG AVENUE,st 30 (no 8),35.119858,-89.984198,,0,1:200000,3
0:AIRKETNF,AIRWAYS BOULEVARD at KETCHUM ROAD,st 5320 (no 7),35.079499,-89.984773,,0,1:3203,3
0:HOLLAMWF,HOLMES ROAD at LAMAR AVENUE,st 7152 (no 1174),35.006075,-89.888658,,0,1:5032,3
0:HICRAISF,RAINES ROAD at HICKORY HILL ROAD,st 6359 (no 1180),35.034604,-89.866541,,0,1:3912,3
0:RIVWINSN,RIVERDALE BEND at WINCHESTER ROAD,st 7162 (no 1167),35.050501,-89.823264,,0,1:1770,3
0:RAIHICEF,RAINES ROAD at HICKORY HILL ROAD,st 7147 (no 1180),35.0348,-89.866131,,0,1:3912,3
0:HOLLAMEM,HOLMES ROAD at LAMAR AVENUE,st 2527 (no 1174),35.005917,-89.893862,,0,1:5032,3
0:AIRAIRNN,AIR PARK STREET at AIR PARK STREET,st 2605,35.040185,-89.93111,,0,1:AIRAIRNN,3
0:AIRPRENM,AIR PARK STREET at PREMIER AVENUE,st 2606,35.041919,-89.931129,,0,1:AIRPRENM,3
0:POPORLWN,POPLAR AVENUE at ORLEANS STREET,st 2090,35.146453,-90.03661,,0,1:POPORLWN,3
0:POPHAMWN,POPLAR AVENUE at HAMLIN PLACE,st 2091,35.146999,-90.038636,,0,1:POPHAMWN,3
0:POPHIGWM,POPLAR AVENUE at HIGH STREET,st 2092,35.147437,-90.040329,,0,1:POPHIGWM,3
0:AMECHEWF,AMERICAN WAY at CHERRY ROAD,st 2645,35.074571,-89.919558,,0,1:AMECHEWF,3
0:AMECOLWM,AMERICAN WAY at COLONY PARK DRIVE,st 2646,35.075511,-89.920751,,0,1:AMECOLWM,3
0:AMECLAWN,AMERICAN WAY at CLAUDETTE ROAD,st 2647,35.076491,-89.925062,,0,1:AMECLAWN,3
0:FIESKYEN,FIELDS ROAD at SKYLARK DRIVE,st 6302,35.049692,-90.10278,,0,1:FIESKYEN,3
0:DANCHESM,DANNY THOMAS BOULEVARD at CHELSEA AVENUE,st 684,35.164979,-90.036691,,0,1:DANCHESM,3
0:DANCHESN,DANNY THOMAS BOULEVARD at CHELSEA AVENUE,st 685,35.163907,-90.036824,,0,1:DANCHESN,3
0:GEPMAIWF,GE PATTERSON AVENUE at MAIN STREET,st 500,35.132883,-90.059424,,0,1:GEPMAIWF,3
0:FLOWCASM,FLORIDA STREET at W EAST CAROLINA AVENUE,st 4465,35.12879,-90.061904,,0,1:FLOWCASM,3
0:FLOVIRSF,FLORIDA STREET at VIRGINIA AVENUE,st 4466,35.125447,-90.061992,,0,1:FLOVIRSF,3
0:FLOTRINN,FLORIDA STREET at TRIGG AVENUE,st 4983,35.112364,-90.062182,,0,1:FLOTRINN,3
0:FLOFARNF,FLORIDA STREET at FARROW ROAD,st 4984,35.114276,-90.062171,,0,1:FLOFARNF,3
0:FLOWMCNN,FLORIDA STREET at EAST MCLEMORE AVENUE,st 4985,35.116001,-90.062204,,0,1:FLOWMCNN,3
0:FLOMCLNF,FLORIDA STREET at MCLEMORE AVENUE,st 391,35.116403,-90.062137,,0,1:FLOMCLNF,3
0:FLOCOLNM,FLORIDA STREET at COLORADO AVENUE,st 4478,35.118441,-90.062071,,0,1:FLOCOLNM,3
0:FLOCOLNN,FLORIDA STREET at COLORADO AVENUE,st 4479,35.120613,-90.061971,,0,1:FLOCOLNN,3
0:COUMAIN,COURT AVENUE at MAIN STREET,st 6510,35.146627,-90.052261,,0,1:COUMAIN,3
0:UNITROSN,UNION AVENUE at MAIN STREET,st 701,35.14324,-90.053623,,0,1:UNITROSN,3
0:PEATROSB,PEABODY PLACE at MAIN STREET,st 6185,35.14156,-90.054321,,0,1:PEATROSB,3
0:SCHLAKNN,SCHOOLFIELD ROAD at LAKE PARK ROAD,st 1659,35.229594,-89.968418,,0,1:SCHLAKNN,3
0:STESCHWF,ST ELMO AVENUE at SCHOOLFIELD ROAD,st 1661,35.23349,-89.969167,,0,1:STESCHWF,3
0:RANSTENF,RANGE LINE ROAD at SAINT ELMO AVENUE,st 1552,35.233963,-89.975342,,0,1:RANSTENF,3
0:RANWELNF,RANGE LINE ROAD at WELLONS AVENUE,st 1553,35.237172,-89.975312,,0,1:RANWELNF,3
0:RANDURNF,RANGE LINE ROAD at DURHAM AVENUE,st 1554,35.239864,-89.975224,,0,1:RANDURNF,3
0:HAWLISWN,HAWKINS MILL ROAD at LISA AVENUE,st 1484,35.242465,-89.977406,,0,1:HAWLISWN,3
0:SUMWHIEN,SUMMER AVENUE at WHITE STATION ROAD,st 353 (no 160),35.152825,-89.888754,,0,1:5301,3
0:SUMPOPEF,SUMMER AVENUE at POPE STREET,st 395 (no 163),35.149334,-89.956161,,0,1:5307,3
0:AMETR1EM,AMERICAN WAY at TRANSIT CENTER,st 2654,35.076881,-89.946006,,0,1:AMETR1EM,3
0:AMETRAEM,AMERICAN WAY at TRANSIT CENTER,st 2655,35.076768,-89.940886,,0,1:AMETRAEM,3
0:GETALLSN,GETWELL ROAD at ALLENBROOKE COVE,st 2656,35.07506,-89.931743,,0,1:GETALLSN,3
0:GETARRSF,GETWELL ROAD at ARROWHEAD ROAD,st 2657,35.071664,-89.93207,,0,1:GETARRSF,3
0:GETCOMSN,GETWELL ROAD at COMANCHE ROAD,st 2658,35.069269,-89.932163,,0,1:GETCOMSN,3
0:GETWHISM,GETWELL ROAD at WHITEBROOK DRIVE,st 2661,35.06171,-89.931405,,0,1:GETWHISM,3
0:GETWHISF,GETWELL ROAD at WHITEBROOK DRIVE,st 2662,35.059494,-89.93127,,0,1:GETWHISF,3
0:AIPWINSF,AIR PARK STREET at WINCHESTER ROAD,st 79,35.051536,-89.931321,,0,1:AIPWINSF,3
0:AIRPRENN,AIR PARK STREET at PREMIER AVENUE,st 2607,35.043984,-89.931158,,0,1:AIRPRENN,3
0:GETCROSM,GETWELL ROAD at CROWFARD DRIVE,st 2615,35.032966,-89.937213,,0,1:GETCROSM,3
0:GETCR1SM,GETWELL ROAD at CROWFARD DRIVE,st 2616,35.031723,-89.937194,,0,1:GETCR1SM,3
0:GETCR2SM,GETWELL ROAD at CROWFARD DRIVE,st 2617,35.030551,-89.937179,,0,1:GETCR2SM,3
0:GETARNSM,GETWELL ROAD at ARNOLD ROAD,st 2618,35.028766,-89.937131,,0,1:GETARNSM,3
0:SHESHVSF,SHELBY OAKS DRIVE at SHELBY VIEW DRIVE,st 6770,35.175976,-89.854916,,0,1:SHESHVSF,3
0:SHESYCSF,SHELBY OAKS DRIVE at SYCAMORE VIEW ROAD,st 7010,35.168718,-89.863827,,0,1:SHESYCSF,3
0:CHEMANEF,CHELSEA AVENUE at MANASSAS STREET,st 1629,35.165553,-90.031482,,0,1:CHEMANEF,3
0:SPRDEVNN,SPRINGDALE STREET at DEVOY AVENUE,st 4569,35.165042,-89.983893,,0,1:SPRDEVNN,3
0:SPRBRONN,SPRINGDALE STREET at BROWN AVENUE,st 4570,35.166391,-89.983825,,0,1:SPRBRONN,3
0:SPRHUBNF,SPRINGDALE STREET at HUBERT CIRCLE,st 4571,35.168786,-89.983733,,0,1:SPRHUBNF,3
0:SPRHUNNF,SPRINGDALE STREET at HUNTER AVENUE,st 4572,35.170099,-89.983677,,0,1:SPRHUNNF,3
0:SPRMARNF,SPRINGDALE STREET at MARBLE AVENUE,st 4573,35.171601,-89.983608,,0,1:SPRMARNF,3
0:SPRCHENN,SPRINGDALE STREET at CHELSEA AVENUE,st 4574,35.174228,-89.983484,,0,1:SPRCHENN,3
0:RALSYCWF,RALEIGH LAGRANGE RD at SYCAMORE VIEW RD,st 7075,35.18294,-89.871762,,0,1:RALSYCWF,3
0:RALRIVWF,RALEIGH LAGRANGE RD at RIVER TRACE DRIVE,st 7076,35.183402,-89.875714,,0,1:RALRIVWF,3
0:MCLWELWN,MCLEMORE AVENUE at WELLINGTON STREET,st 4282 (no 104),35.115914,-90.046875,,0,1:3103,3
0:PARBROWN,PARK AVENUE at BROWER STREET,st 2168 (no 1156),35.107873,-89.952361,,0,1:3908,3
0:PARPERWF,PARK AVENUE at PERKINS ROAD,st 343 (no 153),35.107025,-89.9081,,0,1:5701,3
0:PARPE1EN,PARK AVENUE at PERKINS ROAD,st 362 (no 153),35.106864,-89.9081,,0,1:5701,3
0:PARBROEF,PARK AVENUE at BROWER STREET,st 2326 (no 1156),35.107712,-89.952217,,0,1:3908,3
0:MCLWELEF,MCLEMORE AVENUE at WELLINGTON STREET,st 4354 (no 104),35.115794,-90.046803,,0,1:3103,3
0:SUMPOPWF,SUMMER AVENUE at POPE STREET,st 370 (no 163),35.149495,-89.956282,,0,1:5307,3
0:WALROSWF,WALNUT GROVE ROAD at SOUTH ROSE ROAD,st 2980,35.131617,-89.927093,,0,1:WALROSWF,3
0:WALSTAWN,WALNUT GROVE RD at SAINT ANDREWS FAIRWAY,st 2981,35.131683,-89.929716,,0,1:WALSTAWN,3
0:KIMROBWF,KIMBALL AVENUE at ROBIN HOOD LANE,st 4157,35.093274,-89.939936,,0,1:KIMROBWF,3
0:KIMPATEN,PATTERSON STREET at KIMBALL AVENUE,st 4185,35.093303,-89.941953,,0,1:KIMPATEN,3
0:KIMPATEM,KIMBALL AVENUE at PATTERSON STREET,st 4184,35.093323,-89.943258,,0,1:KIMPATEM,3
0:BREPALSF,BREEDLOVE STREET at PALMETTO AVENUE,st 3827,35.160711,-90.022788,,0,1:BREPALSF,3
0:RALPARSM,RALEIGH LAGRANGE ROAD at PARKVIEW DRIVE,st 1072,35.199504,-89.910541,,0,1:RALPARSM,3
0:THIPEANN,3RD STREET at PEABODY PLACE,st 633,35.140153,-90.051686,,0,1:THIPEANN,3
0:GEPTHIEM,GE PATTERSON AVENUE at 3RD STREET,st 714,35.132641,-90.054754,,0,1:GEPTHIEM,3
0:GEPHEREN,GE PATTERSON AVENUE at HERNANDO STREET,st 715,35.132619,-90.052132,,0,1:GEPHEREN,3
0:HERSTPSN,HERNANDO STREET at SAINT PAUL AVENUE,st 6100,35.131592,-90.052052,,0,1:HERSTPSN,3
0:STPFOUEN,ST PAUL AVENUE at 4TH STREET,st 6101,35.131415,-90.050655,,0,1:STPFOUEN,3
0:HAWSUNEN,HAWKINS MILL ROAD at SUNCREST DRIVE,st 7108,35.244436,-89.979936,,0,1:HAWSUNEN,3
0:RANHAWSF,RANGE LINE ROAD at HAWKINS MILL ROAD,st 7109,35.241377,-89.975329,,0,1:RANHAWSF,3
0:POPCHEEF,POPLAR AVENUE at CHERRY ROAD,st 1933,35.120433,-89.917001,,0,1:POPCHEEF,3
0:POPOAKEN,POPLAR AVENUE at OAK COURT DRIVE,st 1934,35.119358,-89.914469,,0,1:POPOAKEN,3
0:POPWILWN,POPLAR AVENUE at WILLET ROAD,st 2074,35.143359,-90.008289,,0,1:POPWILWN,3
0:POPSTOWN,POPLAR AVENUE at STONEWALL STREET,st 2075,35.143548,-90.010414,,0,1:POPSTOWN,3
0:SAXNONNN,SAX ROAD at NONCONNAH BOULEVARD,st 5870,35.063593,-90.086666,,0,1:SAXNONNN,3
0:JACMAYNN,JACKSON AVENUE at MAYFLOWER AVENUE,st 4002,35.16879,-89.947518,,0,1:JACMAYNN,3
0:JACFAINN,JACKSON AVENUE at FAIROAKS AVENUE,st 4003,35.169477,-89.946531,,0,1:JACFAINN,3
0:JACKALNN,JACKSON AVENUE at KALLAHER AVENUE,st 4004,35.170164,-89.945456,,0,1:JACKALNN,3
